,taxonomy,,,,,,,sugar-acid preference,genome %GC,growth rates sugars (divisions/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,growth rates acids (divisions/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,growth rates other (divisions/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strain ID,kingdom,phylum,class,order,family,genus,species,"sugar-acid-preference (averaged over 3 experiments, -1=acids, +1=sugars)",genome %GC,glucuronate,gluconate,galacturonate,gluconate lactone,glucuronate lactone,glucosamine,glcnac,mannosamine,galnac,galactosamine,melibiose,lactose,sucrose,maltose,cellobiose,lactulose,raffinose,fucose,rhamnose,arabinose,xylose,mannose,glucose,galactose,fructose,ribose,alpha-cyclodextrin,erythrose,proline,glutamine,glycine,arginine,aspartate,cysteine,lysine,glutamate,sarcosine,histidine,isoleucine,leucine,methionine,taurine,valine,tyrosine,phenylalanine,beta-alanine,hydroxyproline,betaine,tryptophan,alanine,asparagine,serine,threonine,homoserine,lactate,pyruvate,fumarate,acetate,propionate,succinate,malate,isocitrate,citrate,oxalacetate,butyrate,valerate,malonate,oxoglutarate,tartrate,glycolate,3m2-oxybutyrate,adenine,agarose,alginate,arabinan,arabinoxylan,benzoate,butanol,chondroitin,cytidine,cytosine,deoxyuridine,dextran,dna hmw,erythritol,ethanol,ethyl benzoate,galactan,galactomannan,galacturonate lmw,glucomannan,glycerol,glycogen,i-carrageenan,inositol,inulin,k-carrageenan,lambda-carrageenan,laminarin,maltitol,mannitol,mb,methyl benzoate,pectin,phba,porphyran,propanol,pullulan,sorbitol,starch,thymidine,thymine,ulvan,uracil,uridine,xylan,xylitol,xyloglucan
12B01,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,0.387114725,45.13436543,0,4.284763099,0,7.46744227,0,4.723077257,3.096045582,0,0,0,0,1.912279772,0,3.873177605,3.003433479,0,0,0,0,0,0,4.50288708,5.257096471,2.585597857,4.198539411,3.128913075,3.187303189,0,2.7016929,2.838121779,2.448703629,0,1.995602271,1.961661984,0,2.694711494,0,3.246137203,0,0,0,0.277249209,0,0.228525679,0,0,0,0,0,7.994510828,1.909057159,4.975519863,14.99421912,0,3.899723085,3.616221084,3.966906856,1.898886618,2.154002172,3.825211226,0,0,4.686823012,8.152699458,0,0,0,6.451770418,0,0,0,0,0,14.9978664,0,0,0,0,11.17420879,4.566931002,0,1.3542673,0,14.9435373,0,0,0,0,0,0,0,1.858748406,2.923705748,0,0,0,0,14.82625704,0,0,3.188781517,11.92013028,0,12.28219111,0,0,0,3.689943469,0,2.98677513,1.751499545,0,0,0,3.996349859,0,0,0
13B01,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,-0.262047716,45.23117778,0,4.779399438,0,5.874979414,0,4.816162499,2.735343964,0,0,0,0,1.985813963,0,4.375110766,4.559644262,0,0,0,0,0,0,8.111099041,5.009756865,3.872793206,8.391777065,3.293969489,14.92074986,0,3.090551466,4.352981188,1.091183689,0,2.089573415,1.790740388,0,2.90603239,0,2.915910676,0,0.771227223,0,6.947359987,0,0.293861374,0,0,0,0,0,3.145412139,2.025118635,3.706825351,7.068026208,0,3.674555027,4.205921029,3.294501203,3.039669101,3.073140755,3.593015266,0,0,14.98995009,7.947604526,0,0,0,8.268065864,0,0,0,0,0,5.176301572,0,0,0,0,14.91849362,14.98105485,0,2.073064444,0,11.20866125,0,0,0,0,0,0,0,2.703160299,2.999882281,0,0,0,0,14.77824076,0,0,4.455986157,12.32726704,0,14.73881649,0,0,0,7.996975263,0,2.26751021,1.459929139,0,0,0,14.9713171,0,0,0
1A01,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,0.235795112,45.13939761,0,8.945087634,0,14.98887783,14.97823298,14.86268258,5.303137587,0,0,0,0,1.948337022,0,3.512931627,5.461269305,0,0,0,0,0,0,7.879345047,5.090287575,2.967875051,4.752316588,3.460146055,0,0,1.697890074,0,1.944854513,0.472948429,2.2020446,0.790643847,0,2.466059074,0,0,0,0,0,7.952600527,0,3.035367796,0,0,0,0,0,2.536726107,2.928434723,2.953249076,0,0,7.165133072,4.838842784,3.229777503,0,0,3.988907296,0,0,0,6.458104915,0,0,0,10.03787934,0,0,0,0,0,14.9924318,0,0,0,0,8.434360115,3.987642457,0,1.826967259,0,14.2869999,0,0,0,0,0,0,0,2.208053326,3.273946871,0,0,0,0,14.89817225,14.57986935,0,8.033569802,11.02253895,0,12.20441283,0,0,0,3.524878495,0,3.648574203,0.856679497,0,0,0,3.428648603,0,0,0
1A06,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio breoganii,0.853738423,46.42860155,0,0,0,0,0,14.78357648,0,0,0,0,0,0,0,4.033903328,1.793760898,0,0,0,0,0,0,0,2.023461952,0,14.96003057,1.977268437,0,0,0,0,0,0,0.41851163,0,0,0.768931236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692085506,0.825323142,0.882093195,0,0,0.841266812,0,0,0,0,0,0,0,2.125101475,0,0,0,0.57929462,0,0,0,0,0,1.491145942,0,0,0,0,13.95395255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300004854,0,0,0,0,0,0,0,1.832139138,4.77086262,0,2.573017428,0,0,0,0,0,1.769359871,0,0,0,0,0,0,0,0
3B05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Neptunomonas,Neptunomonas phycophila,-0.511794702,46.0041292,3.143150083,5.254451186,2.930393852,14.06149287,7.989875021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738219843,4.220124628,0,4.022708302,0,0,0,4.319450185,2.067187189,0,1.052590133,1.912621749,0,0,1.560417414,0,0,0,0,0,0,0,0,0,0,0,0,0,3.121573803,3.903862451,1.058876163,0,0,4.482367374,8.236922936,4.657777754,4.233203837,2.29038463,4.624842071,3.188788564,7.270759177,5.009390923,10.28040283,2.925498696,2.32621369,14.98025253,5.963034764,0,0,0,0,0,0,0,0,1.844582788,1.56858775,0,0,0,0,0,0,0,1.729251737,0,0,0,0,0,2.731052479,0,0,3.055279332,0,0,14.81404166,0,0,3.251594922,3.959806966,0,0,5.072862758,0,2.004677565,0,0,0,0,0,0,0,0,0,1.138197001,0
3C02,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus,0.16294895,45.39779688,0,8.490547497,0,14.97444204,0,0,1.336295285,0,0,0,0,0,0,6.215175429,2.90817539,0,0,0,0,0,0,3.580570819,3.180275542,2.889423403,4.714341731,2.923420602,0,0,3.630049637,0,0,0.839978475,2.681127101,1.900040101,0,3.604796321,0,0,0,0,0,3.293073299,0,0.320109508,0,0,0,0,0,1.528616117,1.547917093,1.124656963,0,0,0,3.644995385,3.64246105,1.065218196,0,4.78542614,0,0,0,9.584770649,0,0,0,6.111689673,0,0,0,0,0,1.728125152,0,0,0,0,11.56767384,0,0,0,0,5.179458596,0,0,0,0,0,0,0,0,2.660205293,0,0,0,0,4.689724659,0,0,3.698448165,14.00674886,0,8.32519832,0,0,0,0,0,0,1.634255119,0,0,0,2.37444959,0,0,0
3D04,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas stellipolaris,0.583784273,44.31773372,0,1.390758041,2.254187605,1.417226687,0,0,0,0,0,0,5.849925848,1.160658573,8.854264666,5.999625793,7.321655257,1.443274763,3.323127683,0,0,0,1.744848898,1.562626868,2.010339691,5.721515699,7.476257787,0,11.00841628,0,0.348604447,0.331781386,0,0,0.247851063,0,0,1.401217931,0,0,0.464341531,0.640799335,0,0,0.46217104,0,0,0,0,0,0,0,0,0.36475356,0,0,0,1.681073109,0.733477259,4.462819646,1.153503413,0,0,0,0,3.191174003,0.492466527,1.851285489,0,0,0,0,0,0,6.171092867,2.096538699,0,0,0,0,14.91229818,0.502036246,0,0,0,0.746797263,0,0,0,3.508985348,0,1.202898447,0,1.277495127,3.426795494,2.120196575,0,1.826319568,0,2.954530813,1.443253427,0.588311231,6.187939114,5.617043696,0,2.63410527,0,12.78681707,0,5.9212443,0,2.738183022,0.941449599,0,0,0,0.943785143,0,0,0
3D05,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp002723455,-0.087919654,40.8709789,0,0,2.556911249,0,0,8.904681798,7.824500457,0,2.113610514,0,0,0,4.812248385,5.169274806,0,0,0,0,0,0,0,4.919845869,4.232159005,5.381505618,0,0,14.96585081,0,1.681471138,1.337311578,1.873892396,0.791707763,0.750705544,0,0,1.47315717,0,0.361981243,0.289602534,0.237755235,0,0,0,0,1.151675609,0,0,0,0,0,1.086566549,1.556835962,0,0,0,10.33488737,5.98390502,8.548464305,1.46799504,6.387032304,0,0,0,14.97936845,0,1.462454024,0,0,0,0,0,0,0,0,0,0,0,0,14.97085223,0.654764152,0,0,0,0,0,0,0,0,0,0,0,0,10.64421354,0,0,2.887506581,0,1.985753021,1.675679967,0,0,14.99942165,0,0,0,0,1.940073416,2.843732974,0,0.668476829,0,0,0,0,1.519188658,0,0,0
3F01,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp002723455,0.155027343,40.88068439,0,0,0,6.804697745,0,7.791717576,14.95326483,0,3.892131095,0,0,0,9.372061845,5.997018957,0,0,0,0,0,0,0,4.601786336,2.908530221,0,0,0,3.268613188,0,5.542654944,1.739301014,0,0.736800121,0.998227387,0,0,3.576030389,0,0,0,0,0,0,0,0,2.179793077,0,0,0,0,0,3.396735243,1.860554684,0,0,0,9.304746188,7.235013828,4.62915577,1.386784589,8.444290512,2.691726771,0,0,14.99054511,0,1.784049498,0,0,0,0,0,0,0,0,0,0,0,2.010162612,14.96582499,0,0,0,0,0,0,1.175173303,0,0,0,0,0,1.966111266,0,0,3.390299339,0,0,1.955612144,1.238312141,0,0,14.99903078,0,0,0,0,0.949305074,3.835920778,0,1.729427246,0,0,0,0,1.05182576,0,0,0
